id,rating,text
wiY9BLG7HvwNc5YdUnvHAw,1,I'm still processing what happened with Loftey. I was really excited to finally work with them after positive reviews from a friend and enjoying most of...
wiY9BLG7HvwNc5YdUnvHAw,1,"I contacted Loftey and was asked when a good day and time to speak was. I asked if the following day at 10AM was available, and the representative continued..."
PJo7uXAPf_EWKBWi1qytgA,5,"By far the best experience I have had when in comes to anything having to do with NYC apartments!
From the day I moved in, everyone I have dealt with (the..."
PJo7uXAPf_EWKBWi1qytgA,5,"I began searching for apartments in late June 2021. During the apartment search, I valued both top quality in the structure of the building and the..."
PJo7uXAPf_EWKBWi1qytgA,2,"I have lived here for a year. I agree that the doorman and maintainance guys are great. Noise level is acceptable. 

However, the management (Erminda,..."
3eBAF4AqRN_byMoGk7ILxQ,5,"Condos are pricey but worth every penny. 

The units - Solid with great soundproofing (my #1 priority). Windows are double pained and units have central AC..."
3eBAF4AqRN_byMoGk7ILxQ,4,"I believe this is one of the better luxury highrises in the area just due to aesthetics. It's not a far walk to the subway, noise level is deviated if you..."
3eBAF4AqRN_byMoGk7ILxQ,5,Just reminiscing about the days the hubby and I used to live here. I loved Mima. Such a great building and the concierges were always so helpful!
Vle5hEnVZHx0CFZxrcvePQ,5,"As a Native New Yorker it is a remarkably rare experience to work with someone like Stella Vaysman.  I've rented many, many times before in the City and..."
ryyDLmof-e6YiLMVUpAlyg,5,"I visited about 15 apartments across NYC, before finally settling on the Dylan. I moved in 3/1/2020 and I love everything about it so far! The people are..."
ryyDLmof-e6YiLMVUpAlyg,1,"I lived at the Dylan from 2018-2019. The concierge team (Omar, Richie, Jerry, etc.) and the maintenance staff (Teddy, Mario, etc) are the best I've ever had..."
ryyDLmof-e6YiLMVUpAlyg,1,"I have been a longtime resident of the Dylan, and while I was happy to stay here, the Dylan's approach to the pandemic has changed my view and I no longer..."
Eb6jbYK9tmTzyDkmnKBHJg,5,"Hi! I'm Sharon Collins and I must say that the staff of 343 Ava, Fort Greene are the best. I've been working there for a few months now and I must say I..."
Eb6jbYK9tmTzyDkmnKBHJg,1,The elevators have been broken for a really long time. Taking the stairs when you live 30 or 40 floors up is a living nightmare...yet given the amount of...
Eb6jbYK9tmTzyDkmnKBHJg,1,"We had our apartment broken into (once in June 2020) and another an almost repeated successful attempt to break in September 2020. On the second incident,..."
r7xK0gImtUoylWHGqlodOw,4,"Moved into the building last May while the pandemic was still hot and heavy. The tour was self-guided and was seamless.

Fast-forward 10 months later, and..."
r7xK0gImtUoylWHGqlodOw,2,"Located in a drug, homeless, and construction infested area, The Brooklyner needs elevator repair and the person working in the office on the 4th floor was..."
r7xK0gImtUoylWHGqlodOw,5,"Just moved in but love it so far! Jeff was super helpful and accommodating with our budget, pet and lifestyle. Free gym membership,rooftop access and NO PET..."
ZKceLb9C3n6m_Gp2ODOHSg,5,"Lived here from 1977 to 1996 in 3 different apartments. I moved in to a spacious studio when I was an NYU student, got a 1 bedroom when I got married and..."
ZKceLb9C3n6m_Gp2ODOHSg,5,"As a guest of a resident I was treated exceptionally well by everyone who works here, so I can only imagine the great level of service they receive.

Kevin..."
f41yIVlTxw5U8U24hTiWhQ,5,The Dakota is a cooperative apartment building. It's beautiful. The building was designed by Henry Janeway Hardenbergh. It was constructed in 1881. It looks...
f41yIVlTxw5U8U24hTiWhQ,5,IT HAD TO BE ! Being a lifelong fan of John Lennon and his famous association with this iconic building ( I think John & Yoko made the building famous ) we...
f41yIVlTxw5U8U24hTiWhQ,5,"When I started my business I never imagined some of the places I I'd go to and get to see. 

Last week it was the Iconic Dakota Apartments on the Upper West..."
AYinJ1GL9_3B70JRYUIY4A,5,I had tried to work with another big company (brookliv - those guys are really rude and aggressive ) but I happily bumped into Nooklyn due to their great...
AYinJ1GL9_3B70JRYUIY4A,1,"Insane waste of time. You will send in a contact form for a specific apartment. They'll get back to you, 5 or 6 different people, and it's not even about..."
AYinJ1GL9_3B70JRYUIY4A,1,"This is an extremely tough review to write.  The agent i was working with was really nice, engaged, & great personality!  Agent went above and beyond in..."
ElOd4TDxD0oo0xUSaISZug,5,"I have lived at AVA DoBro for 2 years and before that, I was in Avalon Ft. Greene for a year. I think the fact that I have stayed with this company for..."
ElOd4TDxD0oo0xUSaISZug,1,"Absurd, unethical renewal increase. I moved in at the end of February 2018 and paid $2,730 monthly rent. In November 2018 they sent a renewal for $3,028 a..."
ElOd4TDxD0oo0xUSaISZug,5,Love the staff work here - Dominick from the maintenance team and Michael from the front deck!
nUkh7vJKHK18hiLSzoeGvg,5,"After hurricane Sandy hit, this area was hurt and closed for about a year. Is now up and running, not as strong as it used to be, but getting there."
-JD15ptnneY2KoH_lt9uvA,4,"I am updating my review once more. Despite the issues in the building in 2021, I have noticed a progression in a positive direction in recent months.  While..."
-JD15ptnneY2KoH_lt9uvA,1,"I want to preface this review with the fact that most of the people who work in 95 Wall are decent and hard working. The doormen were nice, the individuals..."
-JD15ptnneY2KoH_lt9uvA,1,There were a lot of crimes -- including murders -- that you need to look up before you rent at this trainwreck of a building. They just lost a major lawsuit...
o-lzkGWtdFyxroB4XOeb2w,5,"Although I haven´t moved in here due to personal reasons, I had a very positive experience. Management took into account my situation and was really..."
o-lzkGWtdFyxroB4XOeb2w,4,"Great place to live! Amazing location, great staff and killer roof deck.  They are updating the gym and taking excellent feedback from residents.  Look..."
o-lzkGWtdFyxroB4XOeb2w,5,"I have lived in several high rise buildings. The Tate is by far the best one I have lived in.

It is quite luxurious, but that is not what distinguishes..."
lIvOXpYEtMA7vQqy-tMVLw,5,I'll be the first to admit I was skeptical to come across a realtor in Astoria with rave reviews. I am not a skeptic anymore. After a horrible experience a...
lIvOXpYEtMA7vQqy-tMVLw,1,"I had a HORRIBLE EXPERIENCE WITH TASO!! DO NOT USE THIS REAL ESTATE AGENCY AND DO NOT TRUST TASO HE IS A LIAR!!! 

I rented a basement apartment in..."
lIvOXpYEtMA7vQqy-tMVLw,5,"Highly recommend!!! Taso & Kim are exceptional brokers. They were beyond professional, knowledgeable and pleasant to work with. They helped me get the..."
tQ_OXV3vTrURoUkp5HLEPA,5,East Village Apartments is an amazing place to stay in an otherwise non-touristy neighborhood of NYC. It really makes you feel at home in luxury in and like...
ja1WPvTvXKgXoGlWCEhxGQ,5,"APT212 made my life a lot easier, it is the perfect combination between airbnb and an hotel.
I wanted a longer stay and Airbnb was way too expensive for..."
ja1WPvTvXKgXoGlWCEhxGQ,1,"Whatever you do, no matter how good the deals seem, do not use Apt212 to find an apartment!! Apt212 is the shadiest company there is in NYC, they have taken..."
ja1WPvTvXKgXoGlWCEhxGQ,1,"This company bills themselves as a leader in short term rentals however when you do contact them regarding one, they try to upsell you to much longer than..."
S5kzENnYax-MJzc_uSccfg,5,"77 Hudson entails premium condo properties with a breathtaking waterfront.  I don't own property here (yet), but I'd absolutely be a happy resident if I did..."
S5kzENnYax-MJzc_uSccfg,5,The service/staff and amenities are amazing and very upscale here. The location cannot be beat; city vibe but with a very serene feel. I feel like I am...
HGHfNMckUdTa_BUwLXNYmQ,5,I worked with Whitney Winfield to find my new apartment and she was the absolute best! Very responsive and communicated everything clearly. As we know the...
HGHfNMckUdTa_BUwLXNYmQ,5,"We were fortunate enough to work with Tori Woltkamp. Loved how upfront and honest she was, not to mention knowledgeable of the market. Not only did she show..."
HGHfNMckUdTa_BUwLXNYmQ,5,I can't say enough good things about Kaylee McNight. I gave her a TOUGH list of my 'wants' and she tirelessly scoured through listings to find precisely...
qC_ZSD0zd5_4stj2d20CnA,5,"So far I've been living at Gotham West for seven months. I LOVE this place. If I could give 10 stars, I would! This place feels like home. Super comfy,..."
qC_ZSD0zd5_4stj2d20CnA,4,"Gotham West is a well maintained luxury apartment complex.

The concierge desk staff are very well mannered and great with responding to every need.  My Mom..."
qC_ZSD0zd5_4stj2d20CnA,5,Ive been living here for about 3 months now in a cozy little studio and it has been by far the best living experience I could possibly ask for! The building...
2yY6-sdWPCQWsMWCSBVPUQ,5,"Frank, Tsiring, Bakari, Brian, Amparo, Eric and the entire team here at Prism are wonderful. Anything that I need at anytime of day (or night) they are..."
2yY6-sdWPCQWsMWCSBVPUQ,1,Don't believe all these fake reviews. Worst management amd worst luxury residential apartment I ever rented in 40 years. Stay as far away as possible....
2yY6-sdWPCQWsMWCSBVPUQ,5,It is a very luxury community and the leasing agent is well informed and very friendly. The location also is great .
dtopX6iixac_WCGlgee5ug,3,"Update. The building has become increasingly younger and younger. They are ""upgrading"" the elevators and have been doing so for 8 months so far and not even..."
dtopX6iixac_WCGlgee5ug,1,"Lived here for a little over a year.  Great location, beautiful views, but walls are thin.  No noise insulation between apartments, so you can hear your..."
dtopX6iixac_WCGlgee5ug,4,"Lived here for 2.5 years. Great staff, and amenities. Overall a great place to live, perfect location, city and river views, epic roof deck w grills,..."
p1su_IbwKC423eLdRybYEw,5,"Grew up in the Churchill. In the '70's and '80's, it was awesome. My dad owned his apartment and the pool was the place to be. Watching the fireworks in the..."
p1su_IbwKC423eLdRybYEw,5,"I love living here! I have been a resident / owner for over 3 years and it's a great building.

PROs:
Apartments actually have space and are designed for..."
p1su_IbwKC423eLdRybYEw,5,My buddy (and Yelp legend) Ryan F. lives here and is nice enough to entertain his old high school buddies and his volleyball teammates a few times a summer....
_XsX8A3pjPC4txDIGjlvnw,5,"My experience with The BLVD Collection has been amazing so far! 
I moved to 425 in January 2020, and currently live in M2 ( 401 ). The building is of-course..."
_XsX8A3pjPC4txDIGjlvnw,1,"I love this building but if you have claustrophobia stay away. The elevators are constantly breaking, and our friends were trapped for hours. The fire..."
_XsX8A3pjPC4txDIGjlvnw,2,Trash.. security is below poor. Do not feel safe in the building. Booked it for thru AirBnB and the front desk came banging on my door like the police...
NM5zIT-skXifAK7DOM1CDw,5,This is the best apartment building in midtown area. I've been living in Atlas New York for over a year and my experience with the building has always been...
NM5zIT-skXifAK7DOM1CDw,5,"I lived here for 3 years and loved it! Yes, it's pricey and the midtown location can be overwhelming. However, the building amenities, units and staff make..."
NM5zIT-skXifAK7DOM1CDw,5,"Out of all the apartments I have lived at in my 10 years in New York, I have lived at Atlas the longest. The building is well-maintained and I rarely have..."
HORUVFHXnPgIV9vo58uxVg,4,"This building went up very quick. I've seen them start construction and was amazed at the speed which they completed.
I went in to take a tour. Design is..."
AH2N2y9cWHjQD1ToPUsn5Q,4,"Review is for Leasing Office. 

Management/leasing quickly resolved a bad experience i made known to them. 

Willing to vouch for a leasing office that..."
AH2N2y9cWHjQD1ToPUsn5Q,3,"70 Pine is a historic building, with great amenities and convenient coffee shops and Crown shy in the lobby. The building has lots of history (landmark) and..."
AH2N2y9cWHjQD1ToPUsn5Q,5,"My husband and I have lived at 70 Pine for over a year now. We love the gorgeous, historic building, we love its amenities, and we love the location (easy..."
nMn1xDC1LijZv2Vl-GpCsA,5,"The management, staff, and facilities really make this place feel like home. Solomon always takes care of us and keeps an eye out from the big things to the..."
nMn1xDC1LijZv2Vl-GpCsA,4,"Charles is a great doorman and always attentive and helpful, great to know! 
It was a pleasure staying at MHM knowing the door staff were great!!"
nMn1xDC1LijZv2Vl-GpCsA,5,"Been living here about 2.5 years and can only say good things. Love the amenities, especially the gym. Most of all the staff - specifically Charles, Solomon..."
XBZI0dnAxY07fFIHT6_xog,4,"Nice corporate apartments in midtown. Units are spacious, clean, and well appointed. Staff are nice, mattress and linens are nice, and the location is..."
XBZI0dnAxY07fFIHT6_xog,3,"Kind of hard to judge this place considering they are really only offering pastries, coffees, and drinks at the moment. The coffee was good and the pastries..."
XBZI0dnAxY07fFIHT6_xog,3,I don't understand how a propert sitting on a billion dollars of real estate does not have a dental kit readily available
FJ2mQ5PyE0dLL2D9IUq0ng,5,"Building Equity has to be the top management company for buildings in Washington Heights! All of their properties are in great condition, the superintendent..."
FJ2mQ5PyE0dLL2D9IUq0ng,5,We stayed in a building owned and managed by them for many years. When we needed to move to a bigger place we wanted to move to another property managed by...
FJ2mQ5PyE0dLL2D9IUq0ng,5,Jared Minc and the whole Building Equity team have been by far and away the best building management company I have worked with in NYC in my 13 years of...
VXJDuQhUmCBErKYqIby24w,4,"Currently under renovation, so can't blame them for some of the shabby appearances in the lobby and some of the floors, but 75 Wall is a decent condo with..."
VXJDuQhUmCBErKYqIby24w,4,"Lived here for almost 9 years.  Was mostly great.  The staff is very friendly, the building was clean and mostly taken care of (things got a little dicey..."
VXJDuQhUmCBErKYqIby24w,1,"Want to live in a luxury building where the front desk doesn't wear masks during a pandemic (as of Nov '20)??  This is it! 

That's right, the front desk..."
KYP4CjM1mWAhU3b_UZGlNQ,5,I had an excellent experience with Village Dwellings. Finding my current apartment was an easy process with the help of their great management and...
KYP4CjM1mWAhU3b_UZGlNQ,5,"I've been with Village Dwellings a little over 3 years. So far I have had a very good experience. They are professional, on top of their business and are..."
QBstv447M2YRQ89wFYdLtw,1,"WHATEVER YOU DO NOT BOOK HERE THEY HAVE STOLEN MY MONEY AND I WAS HARASSED WITHIN 48 HOURS OF BEING THERE AND HAD NO CHOICE BUT TO LEAVE.

From the moment I..."
QBstv447M2YRQ89wFYdLtw,1,"Valentine and Michal both were racist, Valentine literally said to someone 'it's not racist as I am black too'

Michal 'I'm not racist, I'm realist'"
QBstv447M2YRQ89wFYdLtw,5,My experience was great thank you to the team from sharedeasy specially to isabel the house leader she was great
I-rRELQSL52RCO9wQHZFtg,5,To the management team @ 3333. Thank you for the quick response & resolving the problem.
I-rRELQSL52RCO9wQHZFtg,1,"run. Run far away from this place.
the super is always on vacation and never responds to a single message. trying to reach him is like trying to reach the..."
I-rRELQSL52RCO9wQHZFtg,1,"An update 

No hott water or hear yet again, no way of reaching anyone. Called three times and emailed. 

Its in the middle of winter and we are getting..."
OWRv-U-fK5mgkvDNfJEY5g,5,I loved living here. I moved in when the building was brand new so not all of the amenities were completed. I loved the doormen. They went above and beyond!...
OWRv-U-fK5mgkvDNfJEY5g,5,"We love Barclay tower
How kind door man, manager, handyman.. 
Close to stations, WF, target"
OWRv-U-fK5mgkvDNfJEY5g,5,"I was in the elevator with one of the doormen a few days ago. It was a Sunday and I was wiped out and in a foul mood. I said to him ""Man, working on Sunday...."
5zqypgmaLHrxvlsCBqzOfA,5,"Amazing staff, from door man to maintenance staff to office staff. Related really knows how to manage their buildings and everyone in this building is..."
P0YwkKeVxNy17DEpvHK6Yw,5,My friend and I were looking to move closer to our jobs in NY and have been to a lot of buildings. The building was beautiful and some apartments even had...
P0YwkKeVxNy17DEpvHK6Yw,1,I am going to point out that the reviews on Apt sites seem to be overflowing with positives often with management responding a year PRIOR.  How can someone...
P0YwkKeVxNy17DEpvHK6Yw,2,"The community is nice and the management are nice people. The building is in an ideal location for transport to NYC and in a lovely, quiet neighbourhood. We..."
mc90DRm5C3nkTLlambekwQ,5,We've lived in this unique building for 2 years.... I think we have one of the best views of the Manhattan skyline in all of New York!  The Management...
mc90DRm5C3nkTLlambekwQ,5,"I've been at 424 Bedford for a little over a year, and now that there's new ownership and management it's gone from being a great place to live to being an..."
mc90DRm5C3nkTLlambekwQ,5,"Living here is great, and the new management is really improving the processes and making things run smoothly."
qAxwT6f5cyCGml8XdGUQ5Q,1,"As you'll read in other reviews, there is an issue with the AC units making a very loud dripping noises in some of the apartments. It will be the reason I..."
qAxwT6f5cyCGml8XdGUQ5Q,5,"I've been at City Tower since October 2018, and it's been my favorite apartment building I've ever lived in. Marissa G's review covers the ""what"" of the..."
qAxwT6f5cyCGml8XdGUQ5Q,5,"My family leased a short term rental here while renovating our apartment. I'm very impressed with the building, leasing agents, and management. The building..."
_f29TM3f-ewtZbgI4lAXEw,5,"Absolute adorable looking high rise building on queens boulevard. When first time I entered in this building, I truly fall in love with it. Nice, modern and..."
_f29TM3f-ewtZbgI4lAXEw,4,This is a private residence. Very secure and well guarded with a lot of amenities! The place is quite also.
_f29TM3f-ewtZbgI4lAXEw,5,You can't miss the big grey building on Queens Boulevard- it fairly dominates the street and acts as a landmark.  A circular drive and large green canopy...
iAfm2NKR9tiojt3ETlNMFg,4,Tribeca Park on Chambers Street has been one of those fixtures in the Battery Park area that you can't help but learn to love over time. I've been visiting...
iAfm2NKR9tiojt3ETlNMFg,5,I am a current resident of this building and may just never leave. What an amazing and spectacular place to call home. Obviously the building is beautiful...
ebQd3YIwmpCUMGG1IP8d2g,4,Sundeck is beautiful and newly renovated.  Dual entrance 11th street and 10th street. 24/7 concierge.  Great maintenance staff. Clean and pet friendly....
UpmVl2x5TiEbB2BxI2419w,5,"Back with another update.  NOTE:  The 5 star rating is for the doormen, leasing office, maintenance staff, location and the the building itself.   Current..."
UpmVl2x5TiEbB2BxI2419w,1,"More than a month later, still no information on when a fix is coming. Today I saw there was elevator service for about 22 minutes around 7am and it has..."
UpmVl2x5TiEbB2BxI2419w,1,What I thought used to be a great place to live has turned into a massive nightmare. Like many apartment management companies in NYC - FSR truly does not...
tyezSyhH670pbE9OJ5emKA,1,"This apartment community is beyond terrible. I am only 1 month into my lease and want to break it. 

Management is IMPOSSIBLE to contact. EMAIL AND PHONE,..."
tyezSyhH670pbE9OJ5emKA,1,If I could leave a zero star review I would. Here is a example of one of the many issues that plague this building. They posted a sign up one day prior to...
tyezSyhH670pbE9OJ5emKA,1,Nightmare! Everything about this place is a nightmare! I didn't check the reviews before moving in!! Every package I have delivered are stolen by the...
6FFRwiNxBCBga1WIWjTc7g,5,"I just moved into 100 Modern from UES in Manhattan. I was welcomed by snacks, drinks, a pajama set, and a warm welcoming letter by Gina. I was so moved. I..."
6FFRwiNxBCBga1WIWjTc7g,5,"Great location, beautiful views, awesome amenities, walkable neighborhood & parks nearby. Great hiking trail nearby."
6FFRwiNxBCBga1WIWjTc7g,5,"My husband and I lived at The Modern for three years and only moved out because we had had built a new house. From the day we moved in, the staff ,..."
cem2B42uBpT5gQC6wMdA6A,5,"I moved into this building a little over two months ago, and so far I am loving it! I go to school in the city, but I really wanted to get away from the..."
3kX5Qj0xTCduiWB5eVQACg,4,You better book ahead when skies are clear. Being your vaccine card!. Alot of people are going up and the line is long! The management has no clear system...
3kX5Qj0xTCduiWB5eVQACg,5,"Of all the observation skylines across NYC, this is by far my favorite. I will never take anything from the others. The Edge has more to enjoy. As you walk..."
3kX5Qj0xTCduiWB5eVQACg,4,"Update 2017:
The management company changed from Clinton to Akam & it's much better now .

Original review :We lived here for 2 years and moved out in 2016...."
G6_TfG85i9PXxTPxYvxu7A,2,"Since living here at 66 Rockwell, there has been nothing but disappointment and dismay here!  My Apartment has Been flooded for Hours and Still No Response...."
G6_TfG85i9PXxTPxYvxu7A,4,"An update here! I went back to see the apartments and this time around I was met on time by Brandy.  She was very apologetic for my previous experience, was..."
G6_TfG85i9PXxTPxYvxu7A,5,"I just renewed for a 3rd year here because of the management and staff. Honestly, I received a better financial deal from a neighboring building, but I..."
PSMwrS9B11e3iN-xBZhhbg,4,"I lived here for two years. Awesome doormen, great lobby with a party room, a restroom for friends or dates to use while they wait for me to finish putting..."
PSMwrS9B11e3iN-xBZhhbg,3,Recently moved out. This is an okay building. The lobby is gorgeous with an excellent lounge in the back. (btw they have a pool table :))  The studio I...
PSMwrS9B11e3iN-xBZhhbg,4,"88 Leonard is great.  All of the doormen are extremely nice.  Despite a dorm-like feeling, it is the best place for people who are looking for an efficient..."
607JKPkvrmyGUqtSA-o59w,5,"My fiancee and I lived here for one year, and we loved it! The only reason we left was bc my job moved to Manhattan. The staff is great, they truly go over..."
607JKPkvrmyGUqtSA-o59w,5,We love living here! Wonderful and attentive staff. The grounds are well maintained. We are at home here!
607JKPkvrmyGUqtSA-o59w,5,The best decision we have ever made was moving here!!! What a wonderful community with an amazing staff.
56Nox1ZWt5vWqnPV-SRKgQ,5,"I absolutely love living here!! Fantastic location, staff and amenities. It's steps away from Times Square / Port Authority Bus Terminal and to a bunch a..."
56Nox1ZWt5vWqnPV-SRKgQ,4,"I lived in Orion condo for 2 years and my overall experience was great. 

(+) The building is quite new, so the apartments and common areas look great. The..."
56Nox1ZWt5vWqnPV-SRKgQ,5,I LOVE living here!!!!!!  The BEST building management I've experienced and Prestige Concierge rocks. Completely makes me forget I'm a block away from the...
K4U77Zpdl_70vOehUkKkXg,5,"This review is long over due. I am one of the original tenants at 170 Amsterdam, I moved to 170 in May of 2015 shortly after the building opened. Like my..."
K4U77Zpdl_70vOehUkKkXg,5,"By far the best building I've lived in. The staff is kind and attentive, and the building is extremely well-kept."
K4U77Zpdl_70vOehUkKkXg,5,Moving into 170 Amsterdam was an easy decision and one we don't regret! The location was the first thing that attracted us to the building but then we met...
Kz8qKqs07GjX38qor50FMg,5,Not sure why this has such bad reviews. Lived here last year and got a great deal during the pandemic. All of the lobby staff are extremely kind and...
Kz8qKqs07GjX38qor50FMg,5,"Moved into my studio apartment in the midst of the pandemic (November) and was met with courteous staff, and a move - in deal I couldn't refuse! The front..."
Kz8qKqs07GjX38qor50FMg,1,Leasing office is completely out of touch with the residents. Trying to upgrade your lease is a nightmare as communication simple doesn't exist. Not sure...
TMgNXkMYwXD25PqQz33hbQ,2,"If you're thinking about moving in right now, reconsider. They're doing major construction and renovation for amenities and all the empty units. The..."
TMgNXkMYwXD25PqQz33hbQ,3,The Good:  The doormen and maintenance staff are really great - all really nice and helpful people who go out of their way for you.  The laundry room is...
TMgNXkMYwXD25PqQz33hbQ,5,We have lived here for 2 years!  Very well run building. The staff is amazing and very attentive and helpful.
uDqLM3TPn11a6aS6wpf2OQ,5,"I have been living at the Ogden/Woodycrest location for almost 4 years and it is such a great place! I have a beautiful, huge apartment, in a great location..."
uDqLM3TPn11a6aS6wpf2OQ,4,The team at Goldfarb have gone above and beyond to satisfy my needs/requests! My building is currently going through a beautification phase and I can...
uDqLM3TPn11a6aS6wpf2OQ,5,"After a long search we finally found our home. We are very happy with our newly renovated, modern apartment. The space is ample, and the layout is open and..."
nJR6L4r0l3h9aGNCkq-e7g,5,"I've lived at the Art House for 5 years and have all good things to say about the quality of the building, the management company and the staff who work..."
nJR6L4r0l3h9aGNCkq-e7g,5,"I lived for 3 years at The Art House and really enjoyed living there.

Their staff is great, specially Arnold, Bob, Marcelo and Danny. They know you by name..."
nJR6L4r0l3h9aGNCkq-e7g,1,"EDIT: recently they were going to paint balconies as part of building improvement projects. I had agreed to have the workers enter my apartment on Friday,..."
N8kPmjiU2y9iPPc69K2CgQ,5,We lived at Beatrice for 2 years.  Mostly good things to say!  The front desk people were good.  Maintenance requests are resolved within 24 hours.  Public...
N8kPmjiU2y9iPPc69K2CgQ,2,"Great view, Great amenities. But the cell signal is so low (only one bar, solely relying on wifi), and the communication with the tech team is super slow...."
N8kPmjiU2y9iPPc69K2CgQ,1,"Equity Residential has proven to be nothing but unethical. We had a great 3 years living in the Beatrice in nyc, we loved the people that worked there and..."
jHfT1osBttkL7E-clNEiag,5,"I lived at 315 W 30th Street, a Chelsmore building, for three years. They were my first NYC landlords and the company was marvelous. Management (Levita) and..."
jHfT1osBttkL7E-clNEiag,5,"Very reliable company. Stayed in their student apartment, moved out Friday and my deposit check was ready Monday."
jHfT1osBttkL7E-clNEiag,5,I can't think of a better place to stay in nyc. The Chelsmore is a family run business and it shows.  They truly care about their guests.
PpDTiO6JVE0CjdfJTrsiqg,1,"INSTRATA GRAMERCY ""FORGOT"" TO SEND ME MY SECURITY DEPOSIT!!????

I lived in Instrata Gramercy for 2 years and always paid my rent on time. Never was a..."
PpDTiO6JVE0CjdfJTrsiqg,5,My wife and I lived at Instrata Gramercy for 1.5 years and really enjoyed our stay. Our spacious 1-bedroom apartment was equipped with great appliances and...
PpDTiO6JVE0CjdfJTrsiqg,1,The building / amenities are generally fine but not exceptional. Doormen are nice and very helpful. That's about where the positive ends. Having lived here...
-F584l0BSs9RqFxoqG9jZQ,5,I wanted to take a second to review this building as I have been here about two months and want to sing my praises of this building thus far. This building...
-F584l0BSs9RqFxoqG9jZQ,1,"I'm so disgusted by the treatment of this company and also of the leasing agents that I want to save other people from similar pain.

To artificially..."
-F584l0BSs9RqFxoqG9jZQ,3,"After living here for more than 3 years, it's time to leave a review. I love my apartment and the location is very close to many subway lines and..."
AV-Fa-EGg9ggHRxFCjjQtg,5,"December 2021 - COVID Review:

My husband and I didn't do any actual shopping here but it was a beautiful multi-floored shopping mall! It was decorated for..."
AV-Fa-EGg9ggHRxFCjjQtg,5,Great place to visit during the holidays. You can't go wrong. It might be one of the best Christmas lighting places including the mall and the high line in...
AV-Fa-EGg9ggHRxFCjjQtg,3,"This is one of the new high rises in Hudson Yards. The building and amenities are great. I mean a bowling alley for free!!

The building is not cheap by any..."
